Reductions,Times
0.449044586,3190.23066
0.744791667,7405.398757
0.362573099,3526.19654
0.694891533,8288.082232
0.566887417,6347.339405
0.41066838,9319.899132
0.812339332,9313.383456
0,6871.683049
0,2438.103501
0,7282.918579
0.485436893,4604.959729
0,2032.167651
0.642990654,3851.152289
0.800518135,6378.037875
0.544871795,4510.215875
0.655411255,7164.311203
0.277526395,4298.547614
0.771038666,11265.36908
0.661458333,3994.315244
0.604095563,2760.207377
0.826086957,15460.16246
0.471317829,4250.991747
0.636148848,10703.24322
0.757952286,23443.42808
0.651234568,7262.338395
0.463476071,3592.698892
0.570937231,8585.513576
0.537993921,10352.45215
0.287313433,3037.273835
0.609794629,5591.914805
0.514195584,4702.827979
0.785854617,21461.52868
0.286610879,3726.669359
0.163054696,5816.324285
0.331210191,3558.960581
0.697895792,11147.3073
0.485468245,6038.435298
0.625121714,5826.469318
0.789229341,23862.16309
0.385321101,2959.958855
0.398467433,2315.539572
0.712887439,5597.716209
0.735114079,10111.53575
0.645354645,7863.738658
0.753535354,13522.0345
0.369261477,3784.483713
0.723935842,22215.88752
0.78638144,21911.13387
0.707524272,5067.719966
0.809921962,21366.37868
0.713576159,11954.73522
0.232876712,3172.57373
0.615279673,4197.246107
0.617977528,7266.679857
0.652515723,4814.535596
0.776774723,14330.86077
0.7595884,14676.11271
0.799547639,32669.20192
0.789674952,12511.21051
0.739875389,7511.901864
0.794094174,14580.50149
0.645833333,8397.590091
0.665577342,5117.408378
0.679189028,9207.344054
0.444055944,13511.61576
0.434482759,9410.054835
0.732489118,18515.05895
0.681438664,17577.80623
0.468653649,7396.061347
0.540689655,11813.11552
0.75846951,15741.76712
0.779775281,9548.950131
0.787878788,18826.73604
0.774003919,19662.29247
0.780199818,6504.614331
0.685883222,9462.497797
0.821599453,28059.9742
0.551643192,9826.413697
0.578612349,8847.831939
0.784391911,20752.92051
0.324324324,6435.35761
0.575240919,14501.11796
0.409422694,11483.01745
0.586062718,8525.658278
0.732702112,10022.45553
0.673754153,11053.3692
0.214285714,6924.957388
0.819148936,14804.14543
0.65679677,6528.186738
0.767366371,28376.17768
0.663164806,11781.59749
0.771172638,9797.86441
0.316216216,5118.969779
0.755691283,13925.92642
0.780487805,15621.34014
0.82017982,21442.65593
0.665562914,7776.141832
0.675953079,5232.630969
0.55164034,5496.921362
0.909516381,12956.36418
0.598347107,5268.584242
0.665223665,4943.930155
0.572486772,7724.061243
0.482532751,3589.062629
0.512711864,4808.353207
0.694019471,13411.07682
0.254076087,5755.750246
0,2019.154708
0.829591837,6663.905297
0.771965465,12931.90647
0.425612053,4119.264827
0.542570952,5376.635206
0.654773385,6740.06055
0.750175932,11258.54955
0.580345286,5655.320344
0.419825073,3118.401974
0.763493621,13637.94842
0.417981073,3945.225343
0.551787351,6302.263612
0.516616314,3299.92319
0.588319088,5373.09878
0.686746988,13721.14203
0.471299094,5493.044123
0.686688312,8406.959329
0.809380863,17304.58043
0.000971817,5874.284336
0.658259773,6144.863543
0.670122526,6654.953861
0.294520548,9213.081985
0.641069888,8602.052888
0.561688312,7617.268516
0.748014823,13257.77312
0.758823529,14747.67636
0.581844174,9121.049213
0.518518519,4309.300256
0.356258597,5502.657894
0.397969543,6747.24204
0.513779528,3773.99075
0.441247002,3196.221989
0.287474333,11657.21912
0.58276644,5937.23692
0.327981651,5291.609323
0.756555944,14371.85187
0.636971047,4696.853105
0.4,5116.453334
0.770833333,3828.096887
0.512711864,2144.654299
0.491183879,3549.371163
0.470899471,2944.039218
0.34079602,3320.486914
0.401743265,6905.596172
0.627350427,4339.538147
0.623921085,5668.622149
0,3591.874757
0.68935236,6885.20352
0.804347826,4464.22853
0.667153285,5545.068851
0.586397059,15749.04424
0.651537335,5177.770119
0.633237822,6289.271974
0.568567026,5003.971547
0.856133829,19738.1788
0.43627451,6126.320408
0,3904.762185
0.486140725,3805.209915
0.696767393,15880.54315
0.716323961,13220.65882
0.803738318,9098.060325
0.592790387,5930.410824
0.589573128,14332.92175
0.743902439,12189.44995
0.725609756,6960.673945
0,4502.97836
0.880521502,30502.09374
0.550062578,8600.359871
0.448186528,5406.054467
0.730115361,15516.33234
0.521582734,5904.701092
0.598930481,11882.70417
0.564478312,8480.271111
0.780381471,10935.69378
0.601658255,14465.61751
0.614917606,6133.332929
0.672291297,15156.65482
0.761041009,7981.145502
0.785542169,6647.830966
0.763414634,6143.139485
0.469049695,6749.466305
0.651600753,8805.564528
0.654411765,11754.76927
0.7264,10425.68029
0.452919021,7342.272107
0.235704324,7429.286905
0.734408602,10406.03611
0.628942486,6487.574299
0.410852713,4525.610092
0.792505735,23650.70913
0.796332315,24070.51629
0.64059754,12788.02553
0,7135.482634
0.730735931,8934.734668
0.468200271,5318.511634
0.663060278,5003.991767
0.781323877,5431.259197
0.645372645,12645.15464
0.540920716,7433.105046
0.796908154,19747.9269
0.65143824,6135.636743
0.802244582,17412.25782
0.646385542,9284.632293
0.51971831,12925.21985
0.721320649,10644.02808
0.838644068,28043.07749
0.733660131,15408.72126
0.623869801,10827.73717
0.701030928,14728.90701
0.59437751,6224.894338
0.787375415,7999.545308
0.710477941,10722.17611
0.707042254,7209.50688
0.352059925,4896.668224
0.620805369,10647.41577
0.501650165,5428.214239
0.75897748,24670.25984
0.558103976,20697.91068
0.550588235,11768.53358
0.534608379,6244.635014
0.462845011,3926.869832
0.462845011,4705.214819
0.462845011,3779.040211
0.753902663,11664.67794
0.655137335,6605.753477
0.829727187,18886.62177
0.431673052,4285.48435
0.607230896,7767.061755
0.780430397,16103.23889
0.70508326,13922.3184
0.55808656,12799.39383
0.755725191,14951.66616
0.832634033,28460.93326
0.52248062,10965.54278
0,4290.35824
0.652847873,14944.33344
0.795620438,19454.83023
0.524900398,11782.01297
0.390896921,5414.624794
0.625698324,7573.533803
0.682983683,6858.975567
0.842869718,16076.94661
0.539887188,7504.325703
0.556206089,9937.893754
0.677449168,8378.106053
0.701310861,9481.335526
0.413572343,8518.740069
0.6125,7396.712206
0.653012048,8190.387067
0.328834356,4593.453801
0.421319797,2369.550258
0.745052386,6297.386108
0.61295972,13473.91016
0.354740061,4715.353657
0.768602826,21398.35218
0.772407733,13581.42418
0.742231947,15890.7899
0.66,9426.021889
0.512064343,13918.86353
0.511990408,10442.03757
0.561946903,2247.959024
0.652830189,7511.303253
0.731836196,5392.992446
0.74078478,5528.607236
0,2595.345214
0.482071713,6442.855175
0.560830861,6194.399626
0.5,4604.642841
0.788732394,16892.9251
0.812675617,22931.45154
0.735777497,10979.44223
0.566346697,11035.81017
0.805812417,13477.63828
0.536170213,7002.780774
0.686592656,8691.071049
0.78561828,14433.90709
0.712031558,8566.241058
0.72991851,5214.393954
0.787037037,6394.742042
0.086908691,5941.170467
0.641388175,5002.275292
0.675806452,4416.276767
0.85693084,20980.60088
0,5374.100434
0.205655527,4818.461014
0.735511983,15532.75989
0.692138134,8315.666683
0.853035144,3063.550522
0.216981132,2622.071547
0.730310263,4042.982737
0.420353982,6442.925217
0.303797468,3476.607897
0.487427466,8505.629964
0.641196013,11251.30143
0.423545332,5439.076973
0.542351454,6529.572967
0.612448133,16284.87105
0.733691997,10228.05887
0.158163265,8715.375302
0.641618497,4913.057493
0.744518272,17202.70752
0.873657612,11435.33387
0.763352506,6058.571249
0.69611891,8334.566603
0.467620482,8456.681546
0.649723201,11780.09578
0.14324693,9001.747793
0.762340037,18633.89693
0.566176471,6858.39941
0.49037037,5942.105146
0.684420772,5837.771371
0.634615385,5929.446422
0.706046142,13823.29259
0.747285291,6133.705463
0.696335079,10133.88571
0.613076099,15571.87888
0.729940394,21799.39803
0.770535714,7271.782174
0.561594203,8697.245032
0.579793341,6652.71352
0.324640288,6542.715769
0.814124951,14948.82673
0.797449135,20886.70436
0.81424481,17301.10623
0.722222222,5497.45088
0.785218254,13956.9665
0.769858946,14849.80341
0.751448131,11254.69007
0.788909427,15459.19611
0.576866764,8067.194865
0.679592826,11280.30905
0.712589074,19453.26465
0.535714286,6280.468609
0.154098361,2940.730001
0.274626866,2646.945057
0.519582245,2763.175038
0.287878788,4775.530667
0.685964912,4944.534426
0.461538462,4302.804217
0.414721724,4002.678895
0.689521345,6129.120808
0.591224018,4399.568397
0.63451087,4296.158198
0.71134594,10647.74624
0.720930233,14161.74275
0.722139117,13887.31983
0.807265608,32254.80016
0.398184176,5940.591122
0.821017565,25290.68798
0.864853556,15874.59564
0.769872151,22520.99778
-0.00094162,6255.11123
0.43484225,6113.20355
0.658980583,8093.307602
0.212362301,13216.76924
0.823953424,26717.95212
0.56154358,14066.70736
0.317919075,3650.760456
0.857447457,21498.163
0.764127764,19146.55863
0.804195804,12546.81082
0.408637874,4692.033081
0.615537849,3776.245849
0.623554154,6922.148924
0.317805383,5500.578819
0.522264981,11411.0775
0.612692487,11541.57382
0.690607735,13940.33355
0.648902821,3216.927072
0.535714286,4755.742465
0.857392826,8679.60595
0.677282378,9023.867081
0.752540347,10647.67591
0.559633028,2044.629356
0.85999312,22525.95479
0.311953353,3172.534764
0.617573222,8088.500606
0.828006728,19236.75794
0.788990826,8653.273794
0.747614918,9600.266654
0.68042328,12774.44303
0.443548387,2421.861627
0.599009901,8031.052989
0.392010833,8234.253726
0.456008584,5781.940399
0.784117927,19215.07185
0.525083612,9030.712011
